,p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Border,Fabric,Ornamentation,Pattern,Print or Pattern Type,Sustainable,Technique,Wash Care,Wedding,AddOns
128,12967738,Dupatta Bazaar Beige Embroidered Dupatta,899,Beige,dupatta bazaar,15,4.266666667,Party,Tasselled,Poly Chiffon,NA,Embroidered,Ethnic Motifs,Regular,NA,Hand Wash,Guests & Gifting,
129,1087802,Dupatta Bazaar Multicoloured Printed Art Silk Dupatta,699,Multi,dupatta bazaar,14,3.214285714,Daily,,,,Printed,,,,,,
130,11514856,Dupatta Bazaar Women Off-White & Green Sequinned Dupatta,1499,Off White,dupatta bazaar,8,4.25,Party,Taping,Net,Sequinned,Solid,Solid,Regular,NA,Dry Clean,Guests & Gifting,
131,6581979,Dupatta Bazaar Red & Gold-Toned Woven Design Dupatta,1499,Red,dupatta bazaar,6,4.666666667,Party,Tasselled,Pure Silk,NA,Woven Design,Floral,Regular,NA,Dry Clean,Guests & Gifting,
132,15799376,Dupatta Bazaar Rust & Gold-Coloured Ethnic Motifs Woven Design Banarasi Dupatta with Zari,1499,Rust,dupatta bazaar,0,0,Party,Tasselled,Silk Blend,Zari,Woven Design,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
133,15799262,Dupatta Bazaar Orange & White Woven Design Pure Cotton Ikat Dupatta,899,Orange,dupatta bazaar,0,0,Daily,Fringed,Pure Cotton,NA,Woven Design,Abstract,Regular,Ikat,Machine Wash,,
134,10831868,Dupatta Bazaar Pink Embroidered Dupatta,1499,Pink,dupatta bazaar,0,0,Party,Solid,Net,Chikankari,Embroidered,Ethnic Motifs,,NA,Hand Wash,,
135,18976824,Dupatta Bazaar Red & White Dyed Organza Dupatta with Gotta Patti,1999,Red,dupatta bazaar,0,0,Party,Embellished,Organza,Gotta Patti,Dyed,Solid,Regular,NA,Hand Wash,Guests & Gifting,
136,11514850,Dupatta Bazaar Women Maroon & Gold-Toned Bandhini Gharchola Dupatta,999,Maroon,dupatta bazaar,7,2.285714286,Party,Taping,Art Silk,NA,Dyed,Bandhani,Regular,Bandhani,Hand Wash,Guests & Gifting,
137,6581990,Dupatta Bazaar Rust & Red Embroidered Dupatta,999,Rust,dupatta bazaar,1,4,Party,Embellished,Poly Chiffon,NA,Embroidered,Floral,,NA,Machine Wash,,
138,10711478,Dupatta Bazaar Women Red & Black Embroidered Dupatta,1099,Red,dupatta bazaar,0,0,Party,Solid,Poly Chiffon,NA,Embroidered,Floral,,NA,Hand Wash,,
139,15043248,Dupatta Bazaar Yellow & White Ethnic Motifs Embroidered Dupatta with Chikankari,2499,Yellow,dupatta bazaar,4,4.75,Daily,Fringed,Poly Chiffon,Chikankari,Embroidered,Ethnic Motifs,Regular,NA,Hand Wash,,
140,18273228,Dupatta Bazaar Red & White Printed Bandhani Dupatta,999,Red,dupatta bazaar,5,4.4,Party,Embellished,Poly Chiffon,NA,Printed,Bandhani,Regular,Bandhani,Machine Wash,Guests & Gifting,
141,11065080,Dupatta Bazaar Orange & Blue Dyed Dupatta,999,Orange,dupatta bazaar,0,0,Party,Woven Design,Silk Blend,NA,Dyed,Bandhani,,Bandhani,Hand Wash,,
142,11414716,Dupatta Bazaar Pink & Gold-Coloured Embroidered Dupatta,1299,Pink,dupatta bazaar,5,4.6,Party,Tasselled,Silk Blend,Gotta Patti,Embroidered,Floral,Regular,NA,Hand Wash,Guests & Gifting,
143,996701,Dupatta Bazaar Yellow Self-Checked Silk Dupatta,599,Yellow,dupatta bazaar,13,4.230769231,Daily,,,,,Checked,,,,,
144,12889044,Dupatta Bazaar Beige Embroidered Dupatta,999,Beige,dupatta bazaar,0,0,Party,Tasselled,Poly Chiffon,NA,Embroidered,Floral,Regular,NA,Hand Wash,Guests & Gifting,
145,4444074,Dupatta Bazaar Red & Orange Woven Design Dupatta,1699,Red,dupatta bazaar,0,0,Party,Tasselled,Silk Blend,NA,Woven Design,Paisley,,NA,Dry Clean,,
146,11514810,Dupatta Bazaar Women Red Embroidered Dupatta,799,Red,dupatta bazaar,18,4.611111111,Daily,Embellished,Poly Chiffon,Gotta Patti,Embroidered,Floral,,NA,Hand Wash,,
147,12889082,Dupatta Bazaar Black & White Printed Dupatta,799,Black,dupatta bazaar,0,0,Daily,Tasselled,Art Silk,NA,Printed,Ethnic Motifs,Regular,NA,Machine Wash,,
148,6177430,Dupatta Bazaar Red & Gold-Toned Embroidered Dupatta,1899,Red,dupatta bazaar,0,0,Party,Embellished,Net,Zardozi,Embroidered,Floral,,NA,Dry Clean,,
149,10358159,Dupatta Bazaar White Solid Dupatta,599,White,dupatta bazaar,21,4.428571429,Daily,Tasselled,Cotton Silk,NA,Solid,Solid,,NA,Machine Wash,,
150,18976784,Dupatta Bazaar Beige & Black Printed Pure Cotton Kalamkari Dupatta,2199,Beige,dupatta bazaar,0,0,Party,Tasselled,Pure Cotton,NA,Printed,Floral,Regular,Kalamkari,Dry Clean,Bride & Wedding Squad,
151,18273224,Dupatta Bazaar Pink & Cream-Coloured Printed Pure Cotton Block Print Dupatta,2199,Pink,dupatta bazaar,0,0,Party,Tasselled,Pure Cotton,NA,Printed,Floral,Regular,Block Print,Hand Wash,Guests & Gifting,
152,18273208,Dupatta Bazaar Cream-Coloured & Yellow Printed Pure Cotton Dupatta,2199,Cream,dupatta bazaar,0,0,Party,Printed,Pure Cotton,NA,Printed,Floral,Regular,NA,Dry Clean,Guests & Gifting,
153,8663125,Dupatta Bazaar Off-White & Red Printed Dupatta,1099,Off White,dupatta bazaar,3,4.333333333,Daily,Printed,Silk Blend,NA,Printed,Floral,,NA,Hand Wash,,
154,15799314,Dupatta Bazaar Navy Blue & Pink Digital Polka Dots Printed Dupatta,1099,Navy Blue,dupatta bazaar,0,0,Daily,Tasselled,Cotton Blend,NA,Printed,Polka Dots,Regular,NA,Hand Wash,,
155,7689347,Dupatta Bazaar Women Cream-Coloured & Pink Embroidered Dupatta,1299,Cream,dupatta bazaar,0,0,Party,Taping,Cotton Silk,Thread Work,Embroidered,Ethnic Motifs,,NA,Hand Wash,,
156,2452468,Dupatta Bazaar Multicoloured Printed Dupatta,999,Multi,dupatta bazaar,0,0,Daily,Printed,Satin,NA,Printed,Abstract,,NA,Machine Wash,,
157,2452447,Dupatta Bazaar Multicoloured Printed Dupatta,999,Multi,dupatta bazaar,0,0,Daily,Solid,Satin,NA,Printed,Ethnic Motifs,,NA,Machine Wash,,
158,12967756,Dupatta Bazaar Peach-Coloured Embroidered Dupatta,899,Peach,dupatta bazaar,17,4.470588235,Party,Tasselled,Silk Blend,NA,Embroidered,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
159,15043172,Dupatta Bazaar Red & White Ethnic Motifs Embroidered Dupatta with Chikankari,1499,Red,dupatta bazaar,0,0,Daily,Woven Design,Poly Chiffon,Chikankari,Embroidered,Ethnic Motifs,Regular,NA,Dry Clean,,
160,13616810,Dupatta Bazaar Red & Orange Woven Design Dupatta,899,Red,dupatta bazaar,0,0,Daily,Tasselled,Cotton Blend,NA,Woven Design,Striped,Regular,NA,Hand Wash,,
161,14447520,Dupatta Bazaar Red & Silver-Toned Linen Dupatta,799,Red,dupatta bazaar,0,0,Daily,Tasselled,Linen,Zari,Solid,Solid,Regular,NA,Machine Wash,,
162,12047840,Dupatta Bazaar Sea Green & Gold-Toned Embellished Dupatta,799,Sea Green,dupatta bazaar,0,0,Party,Embellished,Net,Beads and Stones,Solid,Solid,,NA,Hand Wash,,
163,12967782,Dupatta Bazaar Purple & Gold-Toned Gotta Patti Embroidered Dupatta,1399,Purple,dupatta bazaar,0,0,Party,Embellished,Net,Gotta Patti,Embroidered,Ethnic Motifs,Regular,NA,Dry Clean,,
164,14447502,Dupatta Bazaar Sea Green & Gold-Toned Embroidered Organza Dupatta,1099,Sea Green,dupatta bazaar,0,0,Daily,Fringed,Organza,Gotta Patti,Embroidered,Floral,Regular,NA,Hand Wash,,
165,18652578,Dupatta Bazaar Black & Gold-Toned Ethnic Motifs Printed Khari Print Dupatta,1299,Black,dupatta bazaar,0,0,Party,Embellished,Silk Blend,NA,Printed,Ethnic Motifs,Regular,Khari Print,Hand Wash,Guests & Gifting,
166,12889018,Dupatta Bazaar Black & Gold-Coloured Gotta Patti Embroidered Dupatta,999,Black,dupatta bazaar,0,0,Party,Tasselled,Poly Chiffon,Gotta Patti,Embroidered,Striped,Regular,NA,Hand Wash,,
167,7241429,Dupatta Bazaar Blue Embroidered Dupatta,949,Blue,dupatta bazaar,3,3,Daily,Taping,Poly Chiffon,NA,Embroidered,Floral,,NA,Hand Wash,,
168,18068074,Dupatta Bazaar Olive Green Embroidered Dupatta with Gotta Patti,1099,Olive,dupatta bazaar,0,0,Party,Taping,Net,Gotta Patti,Embroidered,Striped,Regular,NA,Dry Clean,Guests & Gifting,
169,17662826,Dupatta Bazaar Beige & Green Ethnic Motifs Embroidered Dupatta with Mirror Work,1099,Beige,dupatta bazaar,0,0,Party,Embellished,Poly Chiffon,Mirror Work,Embroidered,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
170,12967838,Dupatta Bazaar Charcoal Grey Printed Dupatta,1099,Charcoal,dupatta bazaar,0,0,Daily,Tasselled,Silk Blend,NA,Printed,Ethnic Motifs,Regular,NA,Hand Wash,,
171,5829334,Roadster Women Mustard Yellow Solid Hooded Sweatshirt,1199,Mustard,roadster,5462,4.313255218,Casual,,Cotton,,Solid,Solid,,,Machine Wash,,
172,14955068,Roadster Women Elegant Mauve Solid Leisure Set Co-Ords,2599,Mauve,roadster,752,4.21143617,Casual,,,,,,Regular,,Machine Wash,,NA
173,11489658,Roadster Women Blue Washed Regular Fit Denim Shorts,999,Blue,roadster,472,4.283898305,Casual,,Cotton,,Washed,Washed,,,Machine Wash,,
174,11697268,Roadster Women White Solid Round Neck Boxy Cropped Top,499,White,roadster,3106,4.300708307,Casual,,Pure Cotton,,Solid,Typography,Regular,,Machine Wash,,
175,12178124,Roadster Women Blue Washed Denim Jacket,1999,Blue,roadster,1211,4.45251858,Casual,,Cotton,,Solid,Solid,,,Machine Wash,,NA
176,5829327,Roadster Women Coral Pink Solid Hooded Sweatshirt,1199,Coral,roadster,13938,4.226287846,Casual,,Cotton,,Solid,Solid,,,Machine Wash,,
177,8593785,Roadster Burgundy Top With Front Tie-Up Detail,599,Maroon,roadster,5097,3.645085344,Casual,,,,Solid,Solid,Regular,,Machine Wash,,
178,11987092,Roadster Women Navy Blue & Green Checked Open Front Shrug,1299,Navy Blue,roadster,191,4.314136126,Casual,,Viscose Rayon,,Checked,,,,Machine Wash,,
179,13757350,Roadster Women Charcoal Grey Loose Fit High-Rise Denim Shorts,1299,Charcoal,roadster,240,4.254166667,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
180,15202818,Roadster Women Green Ribbed Knit Co-Ords Set,2199,Green,roadster,116,4.146551724,Casual,,,,,,Regular,,Machine Wash,,NA
181,2322605,Roadster Time Travlr Women Blue Boyfriend Fit Mid-Rise Low Distress Jeans,2299,Blue,roadster,1103,3.936536718,Casual,,Cotton,,,,,,Machine Wash,,NA
182,12279352,Roadster Women Blue Washed Denim Trucker Jacket,1599,Blue,roadster,1112,4.450539568,Casual,,Cotton,,Solid,Washed,Regular,,Machine Wash,,NA
183,11991214,Roadster Women Mustard Yellow Solid Hooded Sweatshirt,1199,Mustard,roadster,273,4.245421245,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
184,17640612,Roadster Women Blue Slim Tapered Fit Low Distress Light Fade Stretchable Jeans,3299,Blue,roadster,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
185,12178108,Roadster Women Blue Washed Denim Jacket,2299,Blue,roadster,602,4.509966777,Casual,,Cotton,,Solid,Washed,,,Machine Wash,,NA
186,9477715,The Roadster Lifestyle Co Women Black Solid Sweatshirt,1299,Black,roadster,789,4.248415716,Casual,,Cotton,,Solid,Solid,,,Machine Wash,,
187,11688420,Roadster Women Blue Washed Regular Fit Denim Shorts,1399,Blue,roadster,222,4.40990991,Casual,,Cotton,,Washed,Washed,,,Machine Wash,,
188,2319517,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1699,Blue,roadster,2706,4.144863267,Casual,,Cotton,,,,,,Machine Wash,,NA
189,11991426,Roadster Women Mustard Brown Fleece Solid Hooded Sweatshirt,1299,Mustard,roadster,886,4.300225734,Casual,,Cotton,,Solid,Solid,,,Machine Wash,,
190,11489530,Roadster Women Blue Washed Regular Fit Denim Shorts,1499,Blue,roadster,337,4.53115727,Casual,,Cotton,,Washed,Washed,,,Machine Wash,,
191,15202916,Roadster Women Mauve Solid High Neck Ribbed Top,1099,Mauve,roadster,522,4.392720307,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
192,16835110,Roadster Women Blue Wide Leg High-Rise Light Fade Stretchable Jeans,2999,Blue,roadster,5,4.6,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
193,16835204,Roadster Women Grey Slim Flared High-Rise Heavy Fade Stretchable Jeans,2999,Grey,roadster,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
194,14332328,Roadster Women Lavender Printed Drop Shoulder Boxy Sweatshirt,1499,Lavender,roadster,247,4.429149798,Casual,,Cotton,,Printed,Geometric,Regular,,Machine Wash,,
195,12279300,Roadster Women Blue Washed Cropped Denim Trucker Jacket,1599,Blue,roadster,845,4.536094675,Casual,,Cotton,,Solid,Washed,Regular,,Machine Wash,,NA
196,13984202,Roadster Green Ribbed Co-Ord Set,2899,Green,roadster,107,4.401869159,Casual,,,,,,,,Machine Wash,,NA
197,12278652,Roadster Women Navy Blue Bootcut Mid-Rise Clean Look Stretchable Jeans,2099,Navy Blue,roadster,214,4.471962617,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
198,13298978,The Roadster Lifestyle Co Women Off-White Solid Boxy Top,1199,Off White,roadster,323,4.095975232,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,
199,11991442,Roadster Women Peach-Coloured Solid Oversized Hooded Sweatshirt,1299,Peach,roadster,592,4.371621622,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
200,8803831,Roadster Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1699,Navy Blue,roadster,3406,3.822372284,Casual,,Cotton,,,,,,Machine Wash,,NA
201,2319515,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1699,Blue,roadster,1925,4.115844156,Casual,,Cotton,,,,,,Machine Wash,,NA
202,13346740,The Roadster Lifestyle Co Women Black Regular Fit Solid Cargos with D-Ring at Hem,2399,Black,roadster,133,4.060150376,Casual,,Cotton,,Solid,Solid,Sustainable,,Machine Wash,,NA
203,16835178,Roadster Women Grey Slim Flared High-Rise Heavy Fade Stretchable Jeans,2999,Grey,roadster,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
204,13710708,Roadster Women Stunning Blue Straight Fit Cropped Stretchable Jeans,2099,Blue,roadster,633,4.40600316,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
205,16833782,Roadster The Lifestyle Co Women Purple Solid Leisure Set Co-Ords With Side Stripes,2599,Purple,roadster,14,4.285714286,Casual,,,,,,Regular,,Machine Wash,NA,NA
206,13315186,Roadster Women Blue Wide Leg Mid-Rise Clean Look Stretchable Jeans,2699,Blue,roadster,752,3.994680851,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
207,12712588,Roadster Women Olive Green & Black Self-Checked Cropped Basic Jumpsuit,2499,Olive,roadster,103,4.553398058,Casual,,Viscose Rayon,,Checked,,Regular,,Machine Wash,,
208,12069736,Roadster Women Blue Washed Regular Fit Denim Shorts,1499,Blue,roadster,147,4.476190476,Casual,,Cotton,,Washed,Washed,,,Machine Wash,,
209,16833812,The Roadster Lifestyle Co Women Purple Solid Longline T-shirt & Shorts,2099,Purple,roadster,15,3.866666667,Casual,,,,,,Regular,,Machine Wash,NA,NA
210,11531732,Roadster Women Blue Bootcut High-Rise Clean Look Stretchable Jeans,2499,Blue,roadster,633,3.960505529,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
211,14331986,Roadster Women Blue & White Colourblocked Sweatshirt,1999,Blue,roadster,27,4.111111111,Casual,,Cotton,,Colourblocked,Colourblocked,Regular,,Machine Wash,,
212,14331424,Roadster Women Purple Ribbed Pullover,1299,Purple,roadster,188,4.117021277,Casual,,Acrylic,,Ribbed,Ribbed,Regular,,Hand Wash,,
213,14991304,Roadster Women Black & Green Colourblocked Sweater with Skirt,2499,Black,roadster,38,4.394736842,Casual,,,,,,Regular,,Machine Wash,,NA
214,13339532,The Roadster Lifestyle Co Women Blue Solid Boyfriend Fit High-Rise Stretchable Jeans,1699,Blue,roadster,131,4.198473282,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
215,14356160,Roadster Women Dusty Pink Solid Corduroy Padded Jacket,3999,Pink,roadster,34,4.441176471,Casual,,Corduroy,,Solid,Solid,Regular,,Machine Wash,,NA
216,14535816,Roadster Women Pure Cotton Navy Blue Denim Jacket,2799,Navy Blue,roadster,6,4,Casual,,Cotton,,Self Design,Geometric,Regular,,Machine Wash,,NA
217,14535756,Roadster Women Olive Green Denim Jacket,3599,Olive,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
218,16835312,Roadster Women Blue Slim Flared High-Rise Stretchable Jeans,2999,Blue,roadster,8,4.25,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
219,5447351,Roadster Women Navy Blue Striped Cardigan,1499,Navy Blue,roadster,683,4.071742313,Casual,,Acrylic,,Striped,Striped,,,Machine Wash,,
220,14535940,Roadster Women Blue & Off White Pure Cotton Denim Jacket with Floral Embroidery,2799,Blue,roadster,0,0,Casual,,Cotton,,Self Design,Floral,Regular,,Machine Wash,,NA
221,12069738,Roadster Women Blue Washed Regular Fit Denim Shorts,1499,Blue,roadster,152,4.486842105,Casual,,Cotton,,Washed,Washed,,,Machine Wash,,
222,13710342,Roadster Women Blue Flared High-Rise Clean Look Jeans,1999,Blue,roadster,539,4.126159555,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
223,16833826,The Roadster Lifestyle Co Women Green Self Design Co-Ord Set,1899,Green,roadster,9,4.777777778,Casual,,,,,,Regular,,Machine Wash,NA,NA
224,11541604,Roadster Women Blue High-Rise Super Skinny Fit Clean Look Stretchable Jeans,1099,Blue,roadster,417,4.211031175,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
225,14331606,Roadster Women Black Cowl Neck Ribbed Pullover,1999,Black,roadster,158,4.462025316,Casual,,Acrylic,,Ribbed,Ribbed,Regular,,Machine Wash,,
226,14094106,Roadster Women Deep Navy Blue High-Rise Regular Fit Stretchable Jeans,2499,Navy Blue,roadster,170,4.117647059,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
227,14536032,Roadster Women Olive Green Pure Cotton Bomber Jacket,3199,Olive,roadster,9,4.333333333,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
228,15333114,Roadster Women Blue Solid Denim Longline Casual Blazer,3199,Blue,roadster,0,0,Casual,,Pure Cotton,,Solid,,Regular,,Machine Wash,,
229,9478873,The Roadster Lifestyle Co Women Green Solid Sweater,1299,Olive,roadster,351,4.310541311,Casual,,Acrylic,,Solid,Solid,,,Machine Wash,,
230,15333126,Roadster Women Dusty Pink Pure Cotton Solid Denim Longline Casual Blazer,3199,Rose,roadster,0,0,Casual,,Pure Cotton,,Solid,,Regular,,Machine Wash,,
231,9478817,The Roadster Lifestyle Co Women Off-White Solid Pullover Sweater,1699,Off White,roadster,509,3.47151277,Casual,,Acrylic,,Solid,Solid,,,Machine Wash,,
232,15088232,Roadster Women Navy Blue Solid Half-Zipper Sweatshirt with Joggers,3199,Navy Blue,roadster,55,4.090909091,Casual,,,,,,Regular,,Machine Wash,,NA
233,14535772,Roadster Women Beautiful Charcoal Solid Denim Trucker Jacket,2899,Charcoal,roadster,13,4.538461538,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
234,17358398,Roadster Women Off-White Ribbed Knitted Regular Top,1299,Off White,roadster,91,4.043956044,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,NA,
235,14954474,Roadster Women Blue Loose Fit High-Rise Shorts,1899,Blue,roadster,9,4.666666667,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
236,14535820,Roadster Women Pure Cotton Pink Denim Jacket,2799,Pink,roadster,5,4.6,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
237,14535860,Roadster Women Pink Pure Cotton Denim Jacket with Floral Embroidery,2799,Pink,roadster,9,4.777777778,Casual,,Cotton,,Self Design,Floral,Regular,,Machine Wash,,NA
238,13601350,The Roadster Lifestyle Co Maroon & Off-White Striped Regular Flat Knit Top,1499,Maroon,roadster,151,4.483443709,Casual,,Cotton Blend,,Striped,Horizontal Stripes,Regular,,Machine Wash,,
239,14535802,Roadster Women Beautiful Grey Self-Design Bomber Jacket,3699,Grey,roadster,0,0,Casual,,Cotton,,Self Design,Self Design,Regular,,Machine Wash,,NA
240,14535748,Roadster Women Alluring Grey Washed Denim Trucker Jacket,2499,Grey,roadster,16,4.5,Casual,,Cotton,,Solid,Washed,Regular,,Machine Wash,,NA
241,16835242,Roadster Women Blue Wide Leg Light Fade Stretchable Casual Jeans,2599,Blue,roadster,10,4,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
242,11991456,Roadster Women Dusty Pink Boxy Solid Sweatshirt,999,Pink,roadster,2259,4.244798583,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
243,13334362,The Roadster Lifestyle Co Women Pink Camouflage Printed Joggers,2399,Pink,roadster,13,4.538461538,Casual,,Cotton,,Printed,Camouflage,Regular,,Machine Wash,,Comes with a belt
244,14535914,Roadster Women Blue Solid Denim Trucker Jacket,3699,Blue,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
245,14332396,Roadster Women Pink Solid Sweatshirt,1599,Pink,roadster,47,4.340425532,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
246,16833904,Roadster Women White & Pink Colourblocked T-shirt & Shorts Set,2099,White,roadster,0,0,Casual,,,,,,Regular,,Machine Wash,NA,NA
247,10336797,Roadster Teal Green Shirt Style Top,1499,Teal,roadster,1132,4.152826855,Casual,,,,Solid,Solid,Regular,,Machine Wash,,
248,14331596,Roadster Women Black Solid Turtle Neck Pullover,1299,Black,roadster,237,4.303797468,Casual,,Acrylic,,Solid,Solid,Regular,,Machine Wash,,
249,18456166,The Roadster Lifestyle Co Women Blue Straight Fit High-Rise Jeans,1499,Blue,roadster,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
250,14356146,Roadster Women Navy Blue Convertible Tailored Jacket,4999,Navy Blue,roadster,15,3.733333333,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
251,15441312,Roadster Women Brown Solid Cargos Trousers,2799,Brown,roadster,5,5,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
252,14332392,Roadster Women Mauve Solid Cropped  Hooded Sweatshirt,1099,Mauve,roadster,228,4.293859649,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
253,13611318,The Roadster Lifestyle Co Green Crochet Cotton Regular Top,1699,Green,roadster,135,4.266666667,Casual,,Pure Cotton,,Self Design,Self Design,Regular,,Machine Wash,,
254,16833766,The Roadster Lifestyle Co Women Purple Solid Shoulder Pad Top & Shorts,1899,Purple,roadster,10,3.9,Casual,,,,,,Regular,,Machine Wash,NA,NA
255,14535898,Roadster Women Blue Solid Denim Trucker Jacket,2799,Blue,roadster,3,4.666666667,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
256,15089126,Roadster Women Olive Green Solid Joggers with Side Taping,1599,Olive,roadster,5,5,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
257,9478497,The Roadster Lifestyle Co Women Black Solid Sweater,1299,Black,roadster,302,4.135761589,Casual,,Acrylic,,Solid,Solid,,,Machine Wash,,
258,15773220,The Roadster Lifestyle Co Blue Waist Tie-Up Basic Denim Jumpsuit,2299,Blue,roadster,28,4.464285714,Casual,,Cotton,,Solid,,Regular,,Machine Wash,,
