,p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Border,Fabric,Ornamentation,Pattern,Print or Pattern Type,Sustainable,Technique,Wash Care,Wedding,AddOns
5923,16503948,all about you Navy Blue & Grey Woven Design Zari Silk Blend Saree,2599,Navy Blue,all about you,0,0,Daily,Woven Design,,Zari,Woven Design,Woven Design,Regular,,Dry Clean,,
5924,17681042,UNITED LIBERTY Green & Gold-Toned Pure Chiffon Saree,2399,Green,united liberty,62,4.338709677,Festive,Woven Design,,NA,Solid,Solid,Regular,,Machine Wash,Guests & Gifting,
5925,17681050,UNITED LIBERTY Red & Gold-Toned Zari Pure Chiffon Block Print Saree,2699,Red,united liberty,29,4.551724138,Traditional,Woven Design,,Zari,Woven Design,Solid,Regular,,Machine Wash,Guests & Gifting,
5926,18627744,UNITED LIBERTY Green & Gold-Toned Woven Design Zari Brasso Ikat Saree,3399,Green,united liberty,5,4.8,Traditional,Woven Design,,Zari,Woven Design,Woven Design,Regular,,Hand Wash,Guests & Gifting,
5927,17755758,UNITED LIBERTY Turquoise Blue & Gold-Toned Embroidered Satin Semi-Stitched Dress Material,5120,Turquoise Blue,united liberty,0,0,Festive,,,Zari,,Floral,Regular,NA,Machine Wash,Guests & Gifting,
5928,17755754,UNITED LIBERTY Yellow & Green Embroidered Art Silk Semi-Stitched Dress Material,4340,Yellow,united liberty,0,0,Festive,,,Zari,,Ethnic Motifs,Regular,NA,Machine Wash,NA,
5929,17681054,UNITED LIBERTY Maroon & Gold-Toned Woven Design Zari Pure Chiffon Saree,2699,Maroon,united liberty,0,0,Traditional,Woven Design,,Zari,Solid,Solid,Regular,,Dry Clean,Guests & Gifting,
5930,19207552,UNITED LIBERTY Women Purple & Gold-Toned Zari Pure Chiffon Banarasi Saree,2399,Purple,united liberty,0,0,Traditional,Zari,,Zari,Solid,Solid,Regular,,Machine Wash,Guests & Gifting,
5931,18623542,UNITED LIBERTY Women Maroon Printed Relaxed Easy Wash Trousers,1999,Maroon,united liberty,0,0,Casual,,Cotton,,Printed,Solid,Sustainable,,Machine Wash,,NA
5932,18623616,UNITED LIBERTY Women Teal Relaxed Easy Wash Trousers,1999,Teal,united liberty,0,0,Casual,,Cotton,,Solid,Solid,Sustainable,,Machine Wash,,NA
5933,18623614,UNITED LIBERTY Women Peach-Coloured Floral Embroidered Relaxed Easy Wash Trousers,1999,Peach,united liberty,0,0,Casual,,Cotton,,Embroidered,Floral,Sustainable,,Machine Wash,,NA
5934,18623608,UNITED LIBERTY Women Teal Relaxed Easy Wash Trousers,1999,Teal,united liberty,0,0,Casual,,Cotton,,Solid,Solid,Sustainable,,Machine Wash,,NA
5935,18623592,UNITED LIBERTY Women Gold-Toned Relaxed Easy Wash Trousers,1999,Gold,united liberty,0,0,Casual,,Cotton,,Solid,Solid,Sustainable,,Machine Wash,,NA
5936,18623554,UNITED LIBERTY Women Green Relaxed Easy Wash Trousers,1999,Green,united liberty,0,0,Casual,,Cotton,,Solid,Solid,Sustainable,,Machine Wash,,NA
5937,19186042,SHOPGARB Gold-Toned & Green Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,7999,Gold,shopgarb,0,0,,,,NA,,,Regular,NA,,Bride & Wedding Squad,
5938,14845310,SHOPGARB Red Embroidered Sequinned Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,12999,Red,shopgarb,86,3.76744186,,,,Sequinned,,,Regular,NA,,,
5939,16412926,SHOPGARB Orange & Gold-Toned Embroidered Sequinned Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,12000,Orange,shopgarb,24,3.875,,,,Sequinned,,,Regular,NA,,,
5940,14897642,SHOPGARB Black & Pink Printed Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,12999,Black,shopgarb,26,3.807692308,,,,NA,,,Regular,NA,,,
5941,16265124,SHOPGARB Red & White Printed Kalamkari Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,9000,Red,shopgarb,0,0,,,,NA,,,Regular,Kalamkari,,,
5942,18977252,SHOPGARB Purple Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,8999,Purple,shopgarb,0,0,,,,NA,,,Regular,NA,,Bride & Wedding Squad,
5943,15051718,SHOPGARB Women Yellow,12999,Yellow,shopgarb,0,0,,,,Sequinned,,,Regular,NA,,,
5944,15649654,SHOPGARB Women Green & Maroon Printed Semi-Stitched Lehenga & Unstitched Blouse& Dupatta,7899,Green,shopgarb,0,0,,,,Sequinned,,,Regular,NA,,,
5945,16979888,SHOPGARB Beige & Gold-Toned Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,12999,Beige,shopgarb,0,0,,,,Sequinned,,,Regular,NA,,,
5946,14925068,SHOPGARB Peach-Coloured & Silver-Toned Embroidered Thread Work Semi-Stitched Lehenga & Unstitched Blouse,12999,Peach,shopgarb,0,0,,,,Thread Work,,,Regular,NA,,,
5947,13452660,SHOPGARB Pink & Golden Embellished Semi-Stitched Lehenga & Unstitched Blouse with Dupatta,12999,Pink,shopgarb,0,0,,,,Sequinned,,,Regular,NA,,,
5948,16909706,SHOPGARB Sea Green Mirror Work Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,12000,Sea Green,shopgarb,0,0,,,,Mirror Work,,,Regular,NA,,,
5949,15537818,SHOPGARB Navy Blue & Silver-Toned Semi-Stitched Lehenga & Unstitched Choli With Dupatta,12000,Navy Blue,shopgarb,0,0,,,,NA,,,Regular,NA,,,
5950,12892814,SHOPGARB Black & Pink Embellished Unstitched Lehenga & Blouse with Dupatta,7899,Black,shopgarb,17,3.941176471,,,,Zari,,,Regular,NA,,,
5951,12892786,SHOPGARB Green & Pink Zari Embroidered Unstitched Lehenga & Blouse with Dupatta,5999,Green,shopgarb,0,0,,,,Zari,,,Regular,NA,,,
5952,16909702,SHOPGARB Beige & Gold-Toned Sequinned Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,9199,Beige,shopgarb,0,0,,,,Sequinned,,,Regular,Ikat,,,
5953,13452636,SHOPGARB Mustard Yellow & Golden Semi-Stitched Lehenga & Unstitched Blouse with Dupatta,12999,Mustard,shopgarb,0,0,,,,Zari,,,Regular,NA,,,
5954,16389428,SHOPGARB Black & Brown Printed Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,9000,Black,shopgarb,0,0,,,,NA,,,Regular,NA,,,
5955,16979904,SHOPGARB Cream-Coloured & Red Embroidered Thread Work Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,5999,Cream,shopgarb,0,0,,,,Thread Work,,,Regular,NA,,,
5956,19235438,Oxolloxo Women Navy Blue Printed Knee-Length Elasticated  Skirts,1599,Navy Blue,oxolloxo,0,0,Casual,,Polyester,,Printed,Abstract,Regular,,Machine Wash,NA,NA
5957,14420214,Oxolloxo Women White Solid Cotton Open Front Shrug,2499,White,oxolloxo,26,3.423076923,Casual,,Cotton,,Solid,,Regular,,Machine Wash,,
5958,18615070,Oxolloxo Girls Black Printed Flared Skirts,1599,Black,oxolloxo,0,0,Casual,,Pure Cotton,,Printed,Animal,Regular,,Machine Wash,NA,NA
5959,13499958,Oxolloxo Women Navy Blue Self-Design Open-Front Casual Blazer,2299,Navy Blue,oxolloxo,0,0,Casual,,Polyester,,Self Design,,Regular,,Machine Wash,,
5960,18614882,Oxolloxo Women Blue & White Floral Printed Maxi Flared Skirts,1849,Blue,oxolloxo,0,0,Casual,,Viscose Rayon,,Printed,Floral,Regular,,Machine Wash,NA,NA
5961,14271858,Oxolloxo Women Black & White Printed Button Shrug,2499,Black,oxolloxo,15,4.066666667,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5962,13499940,Oxolloxo Women Black & Black Regular Fit Solid Regular Trousers,1899,Black,oxolloxo,53,3.452830189,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
5963,19235432,Oxolloxo Women Black Trousers,2299,Black,oxolloxo,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
5964,12933960,Oxolloxo Women Black & Pink Printed Cotton Basic Jumpsuit,2799,Black,oxolloxo,0,0,Casual,,Cotton,,Printed,,Regular,,Machine Wash,,
5965,18803580,Oxolloxo Women Multicoloured Printed Trousers,2399,Multi,oxolloxo,0,0,Casual,,Viscose Rayon,,Printed,Geometric,Regular,,Machine Wash,,NA
5966,15561884,Oxolloxo Women Black Floral Printed Plus Size Trousers,2199,Black,oxolloxo,10,3.9,Casual,,Viscose Rayon,,Printed,Floral,Regular,,Machine Wash,,NA
5967,13740902,Oxolloxo Women Blue & Pink Printed Open Front Shrug,2249,Blue,oxolloxo,0,0,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5968,14290934,Oxolloxo Women Cream-Coloured & Grey Striped Playsuit,1999,Cream,oxolloxo,11,4.181818182,Casual,,Viscose Rayon,,Striped,,Regular,,Machine Wash,,
5969,12543248,Oxolloxo Women Brown & Black Animal Printed Open Front Shrug,1699,Brown,oxolloxo,7,3.857142857,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5970,12543380,Oxolloxo Women Black & Red Printed Open Front Shrug,1699,Black,oxolloxo,16,4.5625,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5971,19235170,Oxolloxo Women Black Gathered Top,2399,Black,oxolloxo,0,0,Casual,,Polyester,,Self Design,Self Design,Regular,,Machine Wash,Guests & Gifting,
5972,18803592,Oxolloxo Women Navy Blue High-Rise Trousers,2899,Navy Blue,oxolloxo,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
5973,12001284,Oxolloxo Women Rust Brown Self Design Open Front Shrug,1599,Rust,oxolloxo,1,2,Casual,,Cotton,,Self Design,,,,Machine Wash,,
5974,19235420,Oxolloxo Women Brown Shorts,1899,Brown,oxolloxo,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
5975,12543284,Oxolloxo Women White Solid Regular Fit Regular Shorts,1399,White,oxolloxo,9,3.444444444,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
5976,13825610,Oxolloxo Women Navy Blue Floral Printed Basic Jumpsuit,1899,Navy Blue,oxolloxo,9,4.333333333,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5977,17757204,Oxolloxo Women Orange Embroidered Flared Mini Skirt,1749,Orange,oxolloxo,0,0,Casual,,Pure Cotton,,Solid,Solid,Regular,,Machine Wash,Guests & Gifting,NA
5978,15402080,Oxolloxo Women Navy Blue Solid Zaffle Pleated A-Line Midi Skirt,2249,Navy Blue,oxolloxo,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
5979,13199432,Oxolloxo Women Green Regular Fit Printed Regular Trousers,1749,Green,oxolloxo,0,0,Casual,,Polyester,,Printed,Solid,Regular,,Machine Wash,,NA
5980,14290932,Oxolloxo Women Yellow & Pink Printed Playsuit,1999,Yellow,oxolloxo,16,4.25,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5981,13923576,Oxolloxo Women Multicoloured Checked Paperbag Regular Shorts,1849,Multi,oxolloxo,7,3.857142857,Casual,,Viscose Rayon,,Checked,Checked,Regular,,Machine Wash,,
5982,14030558,Oxolloxo Women White & Black Printed Playsuit,2249,White,oxolloxo,21,4.285714286,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5983,14301840,Oxolloxo Women Blue & White Printed Playsuit,1899,Blue,oxolloxo,10,3.6,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
5984,14189774,Oxolloxo Yellow Flared Sleeves Crepe Regular Top,1699,Yellow,oxolloxo,22,3.727272727,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,
5985,18447478,Oxolloxo Women Green Printed Knee Length Flared Skirts,1999,Green,oxolloxo,0,0,Casual,,Polyester,,Printed,Floral,Regular,,Machine Wash,Guests & Gifting,NA
5986,11524654,Oxolloxo Women Black Solid Basic Jumpsuit,1999,Black,oxolloxo,31,3.870967742,,,Cotton,,Solid,,,,Machine Wash,,
5987,14027012,Oxolloxo Women Multicoloured Regular Fit Animal Printed Regular Trousers,2199,Multi,oxolloxo,7,5,Casual,,Polyester,,Printed,Animal,Regular,,Machine Wash,,NA
5988,15427700,Oxolloxo Women Blue Parallel Trousers,2299,Blue,oxolloxo,0,0,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,NA
5989,16671034,Oxolloxo Women Blue Pleated Joggers Trousers,2699,Blue,oxolloxo,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
5990,16158558,Oxolloxo Women Teal Green Trousers,2299,Teal,oxolloxo,0,0,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,NA
5991,19235426,Oxolloxo Women Green Floral Printed Trousers,1749,Green,oxolloxo,0,0,Casual,,Polyester,,Printed,Floral,Regular,,Machine Wash,,NA
5992,13740956,Oxolloxo Women Pink Regular Fit Solid Peg Trousers,1899,Pink,oxolloxo,7,3.571428571,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,NA
5993,11040098,Oxolloxo Women Blue Regular Fit Solid Peg Trousers,1499,Blue,oxolloxo,7,4,Casual,,Viscose Rayon,,Solid,Solid,,,Machine Wash,,NA
5994,16167468,Oxolloxo Girls Navy Blue & White Floral Printed A-Line Midi Skirt,1199,Navy Blue,oxolloxo,5,3.8,Casual,,Polyester,,Printed,Abstract,Regular,,Machine Wash,,NA
5995,13490878,Oxolloxo Women Maroon Regular Fit Printed Regular Trousers,1899,Maroon,oxolloxo,12,4.583333333,Casual,,Viscose Rayon,,Printed,Camouflage,Regular,,Machine Wash,,NA
5996,14027022,Oxolloxo Women Multicoloured Regular Fit Abstract Printed Regular Trousers,2499,Multi,oxolloxo,6,3.666666667,Casual,,Polyester,,Printed,Abstract,Regular,,Machine Wash,,NA
5997,9837565,Oxolloxo Black & Orange Floral Printed Culotte Jumpsuit,1749,Black,oxolloxo,12,4.5,,,Polyester,,Printed,,,,Machine Wash,,
5998,14027018,Oxolloxo Women Olive Green Solid Regular Fit Regular Shorts,1699,Olive,oxolloxo,4,4.75,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
5999,15561882,Oxolloxo Women Black Printed Pleated Trousers,2599,Black,oxolloxo,0,0,Casual,,Polyester,,Printed,Conversational,Regular,,Machine Wash,,NA
6000,14272016,Oxolloxo Women Green Solid Regular Fit Regular Shorts,1899,Green,oxolloxo,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
6001,14272032,Oxolloxo Women Orange Solid Regular Fit Regular Shorts,1949,Orange,oxolloxo,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
6002,14388576,Oxolloxo Women Black & Yellow Polka Dot Print Regular Fit Shorts,1599,Black,oxolloxo,0,0,Casual,,Polyester,,Printed,Geometric,Regular,,Machine Wash,,
6003,15402090,Oxolloxo Women Green Regular Shorts,1849,Green,oxolloxo,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
6004,15402096,Oxolloxo Women Coral-Coloured Solid A-Line Knee-Length Skirt,1999,Coral,oxolloxo,2,3,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,,NA
6005,15834022,PARIS HAMILTON Women Black Boyfriend Fit High-Rise Stretchable Jeans,1999,Black,paris hamilton,449,4.077951002,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6006,19256038,PARIS HAMILTON Women Blue Straight Fit High-Rise Stretchable Jeans,1999,Blue,paris hamilton,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6007,12831588,PARIS HAMILTON Women Black Boyfriend Fit High-Rise Clean Look Cropped Stretchable Jeans,1999,Black,paris hamilton,624,4.157051282,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6008,11459596,PARIS HAMILTON Women Navy Blue Skinny High-Rise Tummy Tucker Clean Look Stretchable Jeans,1999,Navy Blue,paris hamilton,139,4.18705036,Casual,,Cotton,,,,,,Machine Wash,,NA
6009,17156350,PARIS HAMILTON Women Black High-Rise Stretchable Jeans,1999,Black,paris hamilton,20,4.05,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6010,12726810,Paris Hamilton Women Black Solid Boyfriend Fit Stretchable Jeans,1999,Black,paris hamilton,121,4.280991736,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6011,19256026,PARIS HAMILTON Women Black High-Rise Light Fade Acid Wash Stretchable Jeans,1999,Black,paris hamilton,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6012,18282302,AKIMIA Women Black Printed Straight Midi Skirts,1499,Black,akimia,0,0,Party,,Cotton Blend,,Printed,Floral,Sustainable,,Hand Wash,NA,NA
6013,14259558,AKIMIA Black Velvet Finish Maxi Straight Skirt,1299,Black,akimia,141,3.070921986,Casual,,,,Solid,Solid,Regular,,Hand Wash,,NA
6014,14259554,AKIMIA Golden Sequinned Straight Mini Skirt,1400,Gold,akimia,29,3.413793103,Party,,,,Embellished,Embellished,Regular,,Hand Wash,,NA
6015,14288092,AKIMIA Black Flared Layered Midi Net Skirt,1199,Black,akimia,76,4.092105263,Casual,,,,Solid,Solid,Regular,,Hand Wash,,NA
6016,14288092,AKIMIA Black Flared Layered Midi Net Skirt,1199,Black,akimia,76,4.092105263,Casual,,,,Solid,Solid,Regular,,Hand Wash,,NA
6017,14259556,AKIMIA Women Black Scuba Solid Straight Skirt,1199,Black,akimia,0,0,Casual,,Cotton Blend,,Solid,Solid,Regular,,Hand Wash,,NA
6018,11624446,Rute Women Black Lace Sheer Open Front Longline Shrug,1999,Black,rute,124,3.959677419,Casual,,Cotton,,Self Design,,,,Hand Wash,,
6019,15501936,Rute Plus Size Women Beige Self Design Open Front Shrug,1799,Beige,rute,13,3.769230769,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6020,15921684,Rute Women White Shrug,1699,White,rute,14,3.857142857,Casual,,Viscose Rayon,,Solid,,Regular,,Hand Wash,,
6021,13864614,Rute Women Grey Melange Solid Open Front Shrug,1499,Grey Melange,rute,19,4.210526316,Casual,,Cotton,,Solid,,Regular,,Hand Wash,,
6022,17708264,Rute Women White Shrug,1599,White,rute,7,4.428571429,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6023,15921690,Rute Women Grey Shrug,1699,Grey,rute,15,4.333333333,Casual,,Wool,,Solid,,Regular,,Hand Wash,,
6024,13922256,Rute Women Off-White Self Design Cotton Open Front Shrug,1599,Off White,rute,11,3.727272727,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6025,14098334,Rute Women Black Solid Open Front Shrug,1699,Black,rute,13,3.307692308,Casual,,Viscose Rayon,,Solid,,Regular,,Hand Wash,,
6026,15501960,Rute Plus Size Women Beige Self Design Longline Open Front Shrug,1799,Beige,rute,0,0,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6027,15921712,Rute Women Beige Embroidered Shrug,1699,Beige,rute,3,3.333333333,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6028,17708198,Rute Women White Longline Shrug,1999,White,rute,0,0,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6029,10713112,Rute Women Red Self Design Lace Open Front Shrug,2099,Red,rute,6,3.666666667,Casual,,Cotton,,Self Design,,,,Machine Wash,,
6030,13922228,Rute Women Black Self Design Button Shrug,1599,Black,rute,15,4.133333333,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6031,17708282,Rute Women Black Cotton Semi-Sheer Shrug,1599,Black,rute,0,0,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6032,13922214,Rute Women Pink Self Design Open Front Shrug,1599,Pink,rute,5,4.8,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6033,17066978,Rute Women Plus Size Black Solid Cotton Shorts,1999,Black,rute,8,4.375,Casual,,Cotton,,Solid,Solid,Regular,,Hand Wash,,
6034,18254166,Rute Women Black & Blue Longline Cotton Shrug,1999,Black,rute,0,0,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6035,18254106,Rute Women Red Self Design Shrug,1699,Red,rute,0,0,Casual,,Cotton,,Self Design,,Regular,,Hand Wash,,
6036,17066972,Rute Women Plus Size Dusty Pink Solid Cotton Shorts,1999,Rose,rute,9,3.444444444,Casual,,Cotton,,Solid,Solid,Regular,,Hand Wash,,
6037,15502242,Rute Plus Size Women Off White Floral Printed Hooded Sweatshirt,2099,Off White,rute,25,4.4,Casual,,Fleece,,Printed,Floral,Regular,,Hand Wash,,
6038,15502264,Rute Women Grey Melange Hooded Sweatshirt,2099,Grey Melange,rute,0,0,Casual,,Fleece,,Solid,Solid,Regular,,Hand Wash,,
6039,15502238,Rute Plus Size Women Black Hooded Sweatshirt,2299,Black,rute,12,3.583333333,Casual,,Fleece,,Solid,Solid,Regular,,Hand Wash,,
6040,15502250,Rute Plus Size Women Pink Hooded Sweatshirt,2099,Pink,rute,0,0,Casual,,Fleece,,Solid,Solid,Regular,,Hand Wash,,
6041,12431560,Rute Women Red Solid Hooded Plus Size Sweatshirt,1999,Red,rute,39,3.794871795,Casual,,Cotton,,Solid,Solid,,,Hand Wash,,
6042,12712344,Rute Women Off-White & Black Self Design Hooded Sweatshirt,1999,Off White,rute,16,4.1875,Casual,,Cotton,,Self Design,Self Design,Regular,,Hand Wash,,
6043,11569496,Rute Women Off-White & Grey Printed Hooded Sweatshirt,1899,Off White,rute,0,0,Casual,,Fleece,,Printed,Geometric,,,Machine Wash,,
6044,12431562,Rute Women Black Solid Plus Size Slim Fit Regular Shorts,1299,Black,rute,19,4.263157895,Casual,,Cotton,,Solid,Solid,Regular,,Hand Wash,,
6045,13655350,Rute Women Plus Size White Solid Slim Fit Regular Shorts,1499,White,rute,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Hand Wash,,
6046,13864640,Rute Women Grey Solid Slim Fit Regular Shorts,1199,Grey,rute,3,4,Casual,,Cotton,,Solid,Solid,Regular,,Hand Wash,,
6047,13864612,Rute Women Grey Solid Slim Fit Regular Shorts,1199,Grey,rute,7,4.714285714,Casual,,Cotton,,Solid,Solid,Regular,,Hand Wash,,
6048,13817070,Rute Women Pink Solid Slim Fit Sports Shorts,1199,Pink,rute,5,4.2,Casual,,Cotton,,Solid,,Regular,,Hand Wash,,
6049,13864644,Rute Women Multicoloured Checked Slim Fit Sports Shorts,1199,Multi,rute,0,0,Casual,,Cotton,,Checked,Checked,Regular,,Machine Wash,,
6050,12151804,Bhama Couture Women Blue & Pink Floral Print A-Line Pure Cotton Top,1799,Blue,bhama couture,365,4.268493151,Ethnic,,Pure Cotton,,Printed,Ethnic Motifs,Regular,,Machine Wash,,
6051,9430121,Bhama Couture Black Embroidered A-Line Pure Cotton Top,1799,Black,bhama couture,1871,3.83858899,Ethnic,,Pure Cotton,,Embellished,Ethnic Motifs,Regular,,Machine Wash,,
6052,11672988,Bhama Couture Women White & Green Floral Print A-Line Top,1799,White,bhama couture,315,4.161904762,Ethnic,,Cotton Blend,,Printed,Floral,Regular,,Machine Wash,,
6053,5362057,Bhama Couture White Floral Embroidered Pure Cotton Top,1799,White,bhama couture,344,4.01744186,Ethnic,,Pure Cotton,,Printed,Floral,Regular,,Machine Wash,,
6054,9430109,Bhama Couture Mustard Yellow A-Line Pure Cotton Top,1799,Mustard,bhama couture,470,3.982978723,Ethnic,,Pure Cotton,,Solid,Solid,Regular,,Machine Wash,,
6055,13969872,Bhama Couture Mustard Yellow & White Floral Embroidered Regular Top,2999,Mustard,bhama couture,56,4.339285714,Ethnic,,Cotton Blend,,Embroidered,Floral,Regular,,Hand Wash,,
6056,13084368,Bhama Couture Women Pink & White Cotton Bandhani Print Tunic,1899,Pink,bhama couture,149,4.120805369,Ethnic,,Cotton,,Printed,,Regular,,Machine Wash,,
6057,10717820,Bhama Couture Women Blue Embroidered Detail Chambray A-Line Pure Cotton Top,1699,Navy Blue,bhama couture,60,4.083333333,Ethnic,,Pure Cotton,,Solid,Solid,Regular,,Machine Wash,,
6058,13969880,Bhama Couture Yellow & White Printed Tie-Up Neck Flared Sleeves A-Line Top,2549,Yellow,bhama couture,186,3.677419355,Ethnic,,Cotton Blend,,Printed,Ethnic Motifs,Regular,,Dry Clean,,
6059,9717189,Bhama Couture Women Navy Blue Embroidered A-Line Pure Cotton Top,1799,Navy Blue,bhama couture,106,3.830188679,Ethnic,,Pure Cotton,,Embellished,Floral,Regular,,Machine Wash,,
6060,12151824,Bhama Couture Women Maroon Printed A-Line Top,1499,Maroon,bhama couture,288,3.475694444,Ethnic,,Cotton Blend,,Printed,Ethnic Motifs,Regular,,Machine Wash,,
6061,11625546,Bhama Couture Women Red & White Striped A-Line Top,1799,Red,bhama couture,49,3.93877551,Ethnic,,Polycotton,,Striped,Vertical Stripes,Regular,,Machine Wash,,
6062,12151840,Bhama Couture Women Mustard Yellow & Pink Floral Print Tunic,1799,Mustard,bhama couture,80,3.6625,Ethnic,,Cotton,,Printed,,,,Machine Wash,,
6063,10355827,Bhama Couture Women Blue Embroidered A-Line Pure Cotton Top,1799,Blue,bhama couture,30,3.8,Ethnic,,Pure Cotton,,Embellished,Ethnic Motifs,Regular,,Machine Wash,,
6064,2129857,Bhama Couture Women Off-White Solid Pure Cotton Top,1799,Off White,bhama couture,53,4.075471698,Ethnic,,Pure Cotton,,Solid,Geometric,Regular,,Machine Wash,,
6065,10343559,Bhama Couture Women Blue & White Bandhani Printed Kurta with Palazzos,3599,Blue,bhama couture,444,4.247747748,Daily,,,Gotta Patti,,Bandhani,,Bandhani,Machine Wash,,
6066,1823751,Bhama Couture Black Tunic with Embroidered Detail,1860,Black,bhama couture,27,4.37037037,Ethnic,,Cotton,,Embroidered,,Regular,,Machine Wash,,
6067,12795854,Bhama Couture Women Black & Golden Printed Pure Cotton Straight Kurti,1999,Black,bhama couture,6,4.833333333,Festive,,Pure Cotton,Thread Work,Printed,Ethnic Motifs,Regular,NA,Machine Wash,,
6068,13969870,Bhama Couture Navy Blue & Red Embroidered Detail A-Line Top,2999,Navy Blue,bhama couture,0,0,Ethnic,,Cotton Blend,,Solid,Solid,Regular,,Hand Wash,,
6069,2294119,Bhama Couture Women Black Solid Top,1799,Black,bhama couture,4,3.5,Ethnic,,Pure Cotton,,Solid,Solid,Regular,,Machine Wash,,
6070,12527624,Bhama Couture Women Green & Golden Silk Self Design Tunic,1999,Green,bhama couture,31,2.935483871,Ethnic,,Silk,,Self Design,,Regular,,Machine Wash,,
6071,11454378,Bhama Couture Women Red & Golden Foil Print Angrakha Tunic,1999,Red,bhama couture,31,4.064516129,Ethnic,,Cotton,,Printed,,,,Machine Wash,,
6072,11607414,Bhama Couture Women Blue Printed Peplum Top,1799,Blue,bhama couture,8,4.125,Ethnic,,Cotton Blend,,Printed,Abstract,Regular,,Machine Wash,,
6073,12195820,Bhama Couture Orange Tunic With Gota Detailing,1999,Orange,bhama couture,9,4.111111111,Ethnic,,Cotton,,Solid,,,,Hand Wash,,
6074,9430115,Bhama Couture Women Navy Blue Embroidered A-Line Top,1799,Navy Blue,bhama couture,0,0,Ethnic,,Pure Cotton,,Embellished,Ethnic Motifs,Regular,,Machine Wash,,
6075,12487106,Bhama Couture Women Orange Straight Tunic With Gota Detailing,1799,Red,bhama couture,3,4.333333333,Ethnic,,Cotton,,Striped,,,,Hand Wash,,
6076,18288422,Bhama Couture Women Off White  Floral Chanderi Silk Anarkali Kurta & Dupatta,4499,Off White,bhama couture,29,3.586206897,Festive,,Chanderi Silk,NA,Printed,Floral,Regular,NA,Hand Wash,Bride & Wedding Squad,
6077,12795840,Bhama Couture Women Black & Pink Yoke Design Pure Cotton High-Low Kurti,1999,Black,bhama couture,5,4.6,Daily,,Pure Cotton,Mirror Work,Yoke Design,Ethnic Motifs,Regular,NA,Machine Wash,,
